datetime,open,high,low,close,vol,band_10,band_9,band_8,band_7,band_6,band_5,mrs_close,RP,MRP,band_4,band_3,band_2,band_1,score
2019-07-31,300.99,301.2,295.2,297.43,104387511.0,,G,R,R,G,G,291.8530769230769,100.0,0.0,R,R,R,G,4.0
2019-08-01,297.6,300.87,293.96,294.84,142918229.0,R,R,R,R,R,G,292.0261538461538,100.0,0.0,R,R,R,G,2.0
2019-08-02,293.85,294.12,290.9,292.62,116974599.0,R,R,R,R,R,G,292.1928846153846,100.0,0.0,R,R,R,B,1.0
2019-08-05,288.09,288.21,281.72,283.82,179166693.0,R,R,R,R,R,G,292.1411538461538,100.0,0.0,R,R,R,B,1.0
2019-08-06,285.91,288.04,284.28,287.8,121096641.0,,R,R,R,R,G,292.1828846153846,100.0,0.0,R,R,R,B,1.0
2019-08-07,284.4,288.82,282.04,287.97,140852591.0,,R,R,R,R,G,292.295,100.0,0.0,B,R,R,B,1.0
2019-08-08,289.62,293.62,289.01,293.62,87849330.0,,R,G,R,R,G,292.5034615384615,100.0,0.0,B,R,R,B,2.0
2019-08-09,292.58,293.24,289.65,291.62,93890341.0,,R,R,G,R,G,292.72403846153844,100.0,0.0,B,R,R,B,2.0
2019-08-12,289.96,291.6052,287.02,288.07,65712457.0,,R,R,R,R,G,292.9125,100.0,0.0,R,R,R,B,1.0
2019-08-13,287.74,294.15,287.36,292.55,94875756.0,,R,R,R,R,G,293.1725,100.0,0.0,B,R,R,B,1.0
2019-08-14,288.07,292.4644,283.76,283.9,135811416.0,,R,R,R,R,G,293.33846153846156,100.0,0.0,R,R,R,B,1.0
2019-08-15,284.88,285.64,282.39,284.65,102173013.0,,R,R,R,R,G,293.5323076923077,100.0,0.0,R,R,R,B,1.0
2019-08-16,286.48,289.33,284.7138,288.85,85755219.0,,R,R,R,R,G,293.6923076923077,100.0,0.0,B,R,R,B,1.0
2019-08-19,292.19,293.08,291.44,292.33,53576671.0,,G,R,G,G,G,293.8725,100.0,0.0,B,R,R,B,4.0
2019-08-20,291.77,292.36,289.95,290.09,51802229.0,,R,R,G,R,G,293.97423076923076,100.0,0.0,B,R,R,B,2.0
2019-08-21,292.48,292.86,291.72,292.45,49847139.0,,G,R,G,G,G,294.06653846153847,100.0,0.0,B,G,G,B,6.0
2019-08-22,293.23,293.93,290.4,292.36,52019986.0,,G,R,G,G,G,294.1317307692308,100.0,0.0,G,G,R,B,6.0
2019-08-23,290.92,292.76,283.47,284.85,149443636.0,,R,R,R,R,G,294.05384615384617,100.0,0.0,B,R,R,B,1.0
2019-08-26,287.27,288.0,285.58,288.0,72830661.0,,R,R,R,R,G,294.0463461538462,100.0,0.0,R,R,R,B,1.0
2019-08-27,289.54,289.95,286.03,286.87,67998870.0,,R,R,R,R,G,293.99423076923074,100.0,0.0,R,R,R,B,1.0
2019-08-28,286.14,289.07,285.25,288.89,60036794.0,,R,R,R,R,G,293.9871153846154,100.0,0.0,B,R,R,B,1.0
2019-08-29,291.72,293.16,290.61,292.58,58229188.0,,G,R,G,G,G,294.04884615384617,100.0,0.0,B,G,R,B,5.0
2019-08-30,294.22,294.2399,291.42,292.45,63174040.0,,G,R,G,G,G,294.0498076923077,100.0,0.0,G,G,R,B,6.0
2019-09-03,290.57,291.58,289.27,290.74,69498728.0,,R,R,G,R,G,294.00519230769225,100.0,0.0,G,G,R,B,4.0
2019-09-04,293.14,294.055,292.31,294.04,47138103.0,,G,R,G,G,G,293.97019230769234,100.0,0.0,G,G,R,B,6.0
2019-09-05,296.79,298.83,296.64,297.82,83555050.0,G,G,R,G,G,G,294.04365384615386,100.0,0.0,G,G,R,B,7.0
2019-09-06,298.17,298.76,297.42,298.05,49680128.0,,G,R,G,G,G,294.1284615384615,100.0,0.0,G,G,R,B,6.0
2019-09-09,299.14,299.24,297.16,298.2,51417962.0,,G,R,G,G,G,294.27153846153846,100.0,0.0,G,G,R,B,6.0
2019-09-10,297.36,298.2,295.97,298.13,58067822.0,,G,R,G,G,G,294.4188461538461,100.0,0.0,B,G,G,B,6.0
2019-09-11,298.47,300.34,297.75,300.25,68923338.0,G,G,R,G,G,G,294.58711538461534,100.0,0.0,G,G,G,B,8.0
2019-09-12,301.25,302.46,300.41,301.29,72039721.0,G,G,G,G,G,G,294.7465384615385,100.0,0.0,G,G,G,B,9.0
2019-09-13,301.78,302.17,300.68,301.09,61879724.0,,G,G,G,G,G,294.85096153846155,100.0,0.0,B,G,G,B,7.0
2019-09-16,299.84,301.1378,299.45,300.16,58341013.0,,G,G,G,G,G,294.9226923076923,100.0,0.0,B,G,G,B,7.0
2019-09-17,299.94,301.02,299.75,300.92,42753439.0,,G,G,G,G,G,294.96346153846156,100.0,0.0,B,G,G,B,7.0
2019-09-18,300.49,301.22,298.24,301.1,73858762.0,,G,G,G,G,G,295.0142307692308,100.0,0.0,B,G,G,B,7.0
2019-09-19,301.53,302.63,300.7103,301.08,77521594.0,,G,G,G,G,G,295.09615384615387,100.0,0.0,B,G,G,G,8.0
2019-09-20,300.36,300.67,297.41,298.28,97697432.0,,G,G,R,G,G,295.1171153846154,100.0,0.0,B,G,G,B,6.0
2019-09-23,297.55,299.0,297.27,298.21,47777532.0,,G,G,R,G,G,295.10942307692306,100.0,0.0,B,G,G,B,6.0
2019-09-24,299.41,299.84,294.81,295.87,97525512.0,,G,G,R,G,G,295.0432692307692,100.0,0.0,B,R,G,B,5.0
2019-09-25,295.96,298.11,294.33,297.62,73685575.0,,R,G,R,R,G,294.985,100.0,0.0,R,R,G,B,3.0
2019-09-26,297.63,297.86,295.45,297.0,58786498.0,,G,G,R,G,G,294.9128846153846,100.0,0.0,R,R,G,B,5.0
2019-09-27,297.83,297.9465,293.69,295.4,84859611.0,,R,R,R,R,G,294.83,100.0,0.0,R,R,R,B,1.0
2019-09-30,295.97,297.55,295.92,296.77,52780215.0,,R,G,R,R,G,294.81134615384616,100.0,0.0,B,R,R,B,2.0
2019-10-01,297.74,298.455,293.0,293.24,90396862.0,,R,G,R,R,G,294.70384615384614,100.0,0.0,R,R,R,B,2.0
2019-10-02,291.5,291.51,286.64,288.06,124696038.0,R,R,R,R,R,G,294.5286538461538,100.0,0.0,R,R,R,B,1.0
2019-10-03,287.81,290.45,284.82,290.42,85855959.0,,R,R,R,R,G,294.3848076923077,100.0,0.0,R,R,R,B,1.0
2019-10-04,291.14,294.63,291.08,294.35,66908216.0,,R,R,R,R,G,294.2755769230769,100.0,0.0,B,R,R,B,1.0
2019-10-07,293.47,295.26,292.77,293.08,60822328.0,,R,R,G,R,G,294.1148076923077,100.0,0.0,B,R,R,B,2.0
2019-10-08,291.04,291.85,288.49,288.53,101680863.0,,R,R,R,R,G,293.8942307692308,100.0,0.0,R,R,R,B,1.0
2019-10-09,290.75,292.3,290.06,291.27,65892125.0,,R,R,R,R,G,293.68769230769226,100.0,0.0,B,R,R,B,1.0
2019-10-10,291.18,294.21,291.0,293.24,57420846.0,,R,R,G,R,G,293.5296153846154,100.0,0.0,B,R,R,B,2.0
2019-10-11,296.27,298.74,296.1448,296.28,101349986.0,,G,R,G,G,G,293.4442307692308,100.0,0.0,B,R,R,B,4.0
2019-10-14,295.93,296.67,295.57,295.95,40723107.0,,G,G,G,G,G,293.41576923076923,100.0,0.0,B,R,G,B,6.0
2019-10-15,297.1,299.7,296.97,298.88,47941166.0,G,G,G,G,G,G,293.49346153846153,100.0,0.0,B,G,G,B,8.0
2019-10-16,298.37,299.16,297.92,298.4,50731833.0,,G,G,G,G,G,293.6046153846154,100.0,0.0,G,G,G,B,8.0
2019-10-17,299.68,300.24,298.515,299.28,46910707.0,,G,G,G,G,G,293.9019230769231,100.0,0.0,G,G,G,B,8.0
2019-10-18,298.69,299.395,296.99,297.97,64498636.0,,G,G,G,G,G,294.09749999999997,100.0,0.0,B,G,G,B,7.0
2019-10-21,299.42,300.21,298.935,299.99,39657094.0,,G,G,G,G,G,294.3286538461538,100.0,0.0,G,G,G,B,8.0
2019-10-22,300.58,300.9,298.91,299.01,49223669.0,,G,G,G,G,G,294.4323076923077,100.0,0.0,B,G,G,B,7.0
2019-10-23,298.73,299.94,298.495,299.88,34910989.0,,G,G,G,G,G,294.5911538461538,100.0,0.0,B,G,G,B,7.0
2019-10-24,300.91,301.07,299.4601,300.37,36006991.0,,G,G,G,G,G,294.8276923076923,100.0,0.0,B,G,G,B,7.0
2019-10-25,299.74,302.2,299.69,301.6,45303787.0,G,G,G,G,G,G,295.0017307692308,100.0,0.0,G,G,G,B,9.0
2019-10-28,302.94,303.85,302.91,303.3,42316242.0,G,G,G,G,G,G,295.3748076923077,100.0,0.0,G,G,G,B,9.0
2019-10-29,303.0,304.23,302.86,303.21,44458124.0,G,G,G,G,G,G,295.73173076923075,100.0,0.0,G,G,G,B,9.0
2019-10-30,303.43,304.55,301.99,304.14,49747642.0,G,G,G,G,G,G,296.0257692307692,100.0,0.0,G,G,G,G,10.0
2019-10-31,304.13,304.13,301.73,303.33,69174236.0,,G,G,G,G,G,296.23730769230764,100.0,0.0,B,G,G,G,8.0
2019-11-01,304.92,306.19,304.74,306.14,70965523.0,G,G,G,G,G,G,296.54596153846154,100.0,0.0,G,G,G,G,10.0
2019-11-04,307.85,308.0,306.96,307.37,60797573.0,,G,G,G,G,G,296.8328846153846,100.0,0.0,G,G,G,G,9.0
2019-11-05,307.59,307.9195,306.71,307.03,43081685.0,,G,G,G,G,G,297.115,100.0,0.0,B,G,G,G,8.0
2019-11-06,307.03,307.4,306.06,307.1,46507604.0,,G,G,G,G,G,297.5428846153846,100.0,0.0,B,G,G,G,8.0
2019-11-07,308.57,309.65,307.66,308.18,54220860.0,,G,R,G,G,G,297.93096153846153,100.0,0.0,B,G,G,G,7.0
2019-11-08,307.8,309.0036,307.03,308.94,48672431.0,,G,G,G,G,G,298.3553846153846,100.0,0.0,B,G,G,G,8.0
2019-11-11,307.42,308.54,307.27,308.35,35936478.0,,G,G,G,G,G,298.7296153846154,100.0,0.0,B,G,G,G,8.0
2019-11-12,308.75,309.99,308.15,309.0,46336983.0,G,G,G,G,G,G,299.04538461538465,100.0,0.0,B,G,G,G,9.0
2019-11-13,307.91,309.54,307.66,309.1,54175752.0,,G,G,G,G,G,299.3655769230769,100.0,0.0,B,G,G,G,8.0
2019-11-14,308.79,309.64,308.09,309.55,52108489.0,,G,G,G,G,G,299.7273076923077,100.0,0.0,B,G,G,G,8.0
2019-11-15,311.02,311.84,310.26,311.79,62375912.0,G,G,G,G,G,G,300.06865384615384,100.0,0.0,G,G,G,G,10.0
2019-11-18,311.53,312.28,311.03,312.02,48552108.0,G,G,G,G,G,G,300.34173076923076,100.0,0.0,G,G,G,G,10.0
2019-11-19,312.68,312.69,311.22,311.93,68047174.0,,G,G,G,G,G,300.60865384615386,100.0,0.0,B,G,G,G,8.0
2019-11-20,311.28,311.85,309.06,310.77,79795552.0,,G,G,G,G,G,300.8503846153846,100.0,0.0,B,G,G,G,8.0
2019-11-21,310.89,311.01,309.39,310.27,54794796.0,,G,G,G,G,G,301.08384615384614,100.0,0.0,B,R,G,G,7.0
2019-11-22,311.09,311.24,309.85,310.96,44939842.0,,G,G,G,G,G,301.2898076923077,100.0,0.0,R,R,G,G,7.0
2019-11-25,311.98,313.37,311.98,313.37,48760550.0,G,G,G,G,G,G,301.5221153846154,100.0,0.0,B,R,G,G,8.0
2019-11-26,313.41,314.28,313.06,314.08,37751725.0,G,G,G,G,G,G,301.7719230769231,100.0,0.0,B,G,G,G,9.0
2019-11-27,314.61,315.48,314.37,315.48,43406758.0,G,G,G,G,G,G,302.06653846153847,100.0,0.0,G,G,G,G,10.0
2019-11-29,314.86,315.13,314.06,314.31,36472740.0,,G,G,G,G,G,302.32403846153846,100.0,0.0,B,G,G,G,8.0
2019-12-02,314.59,314.66,311.17,311.64,76303760.0,,G,G,G,G,G,302.52673076923077,100.0,0.0,B,R,R,G,6.0
2019-12-03,308.65,309.64,307.13,309.55,75345130.0,,R,G,R,R,G,302.68961538461537,100.0,0.0,R,R,R,G,3.0
2019-12-04,310.7,312.12,310.32,311.46,49420904.0,,G,G,R,G,G,302.94307692307694,100.0,0.0,R,R,R,G,5.0
2019-12-05,312.23,312.25,310.58,312.02,40932331.0,,G,G,G,G,G,303.2086538461538,100.0,0.0,R,R,R,G,6.0
2019-12-06,314.12,315.31,314.11,314.87,49030590.0,,G,G,G,G,G,303.57403846153846,100.0,0.0,B,R,R,G,6.0
2019-12-09,314.44,315.18,313.8,313.88,34470137.0,,G,R,G,G,G,303.8867307692308,100.0,0.0,B,R,G,G,6.0
2019-12-10,313.82,314.55,312.81,313.53,52345212.0,,G,R,G,G,G,304.20461538461535,100.0,0.0,R,R,G,G,6.0
2019-12-11,314.03,314.7,313.595,314.42,52994359.0,,G,R,G,G,G,304.5703846153846,100.0,0.0,B,R,G,G,6.0
2019-12-12,314.43,317.99,314.17,317.13,96662883.0,G,G,R,G,G,G,304.9619230769231,100.0,0.0,B,R,G,G,7.0
2019-12-13,316.87,318.67,316.02,317.32,81879704.0,G,G,G,G,G,G,305.425,100.0,0.0,B,G,G,G,9.0
2019-12-16,319.22,320.15,319.17,319.5,82855844.0,G,G,G,G,G,G,306.0296153846154,100.0,0.0,G,G,G,G,10.0
2019-12-17,319.92,320.25,319.48,319.57,61272426.0,,G,G,G,G,G,306.5901923076923,100.0,0.0,G,G,G,G,9.0
2019-12-18,320.0,320.25,319.53,319.59,48165982.0,,G,G,G,G,G,307.07557692307694,100.0,0.0,G,G,G,G,9.0
2019-12-19,319.8,320.98,319.75,320.9,85557448.0,G,G,G,G,G,G,307.6105769230769,100.0,0.0,G,G,G,G,10.0
2019-12-20,320.46,321.9742,320.37,320.73,149742229.0,G,G,G,G,G,G,308.22980769230765,100.0,0.0,B,G,G,G,9.0
2019-12-23,321.59,321.65,321.06,321.22,53281242.0,,G,G,G,G,G,308.8057692307693,100.0,0.0,B,G,G,G,8.0
2019-12-24,321.47,321.52,320.9,321.23,20270007.0,,G,G,G,G,G,309.34403846153845,100.0,0.0,B,G,G,G,8.0
2019-12-26,321.65,322.95,321.64,322.94,31134356.0,G,G,G,G,G,G,309.8567307692308,100.0,0.0,G,G,G,G,10.0
2019-12-27,323.74,323.8,322.28,322.86,42671783.0,,G,R,G,G,G,310.37423076923073,100.0,0.0,B,G,G,G,7.0
2019-12-30,322.95,323.1,320.55,321.08,49884668.0,,G,R,G,G,G,310.80115384615385,100.0,0.0,B,G,G,G,7.0
2019-12-31,320.53,322.13,320.15,321.86,57233344.0,,G,R,G,G,G,311.2523076923077,100.0,0.0,B,R,G,G,6.0
2020-01-02,323.54,324.89,322.53,324.87,59498997.0,G,G,G,G,G,G,311.74442307692306,100.0,0.0,B,G,G,G,9.0
2020-01-03,321.16,323.64,321.1,322.41,78022635.0,,G,G,G,G,G,312.2144230769231,100.0,0.0,B,R,G,G,7.0
2020-01-06,320.49,323.73,320.36,323.64,56028843.0,,G,G,G,G,G,312.66923076923075,100.0,0.0,R,R,G,G,7.0
2020-01-07,323.02,323.54,322.24,322.73,42908943.0,,G,G,G,G,G,313.12538461538463,100.0,0.0,R,R,G,G,7.0
2020-01-08,322.94,325.78,322.67,324.45,68548640.0,G,G,G,G,G,G,313.5978846153846,100.0,0.0,B,R,G,G,8.0
2020-01-09,326.16,326.73,325.52,326.65,48749692.0,G,G,G,G,G,G,314.10326923076923,100.0,0.0,B,G,G,G,9.0
2020-01-10,327.2899,327.46,325.2,325.71,53214491.0,,G,G,G,G,G,314.56692307692305,100.0,0.0,B,R,G,G,7.0
2020-01-13,326.39,327.96,325.92,327.95,47310112.0,G,G,G,G,G,G,315.04096153846154,100.0,0.0,B,G,G,G,9.0
2020-01-14,327.47,328.62,326.844,327.45,62856124.0,,G,G,G,G,G,315.50711538461536,100.0,0.0,G,G,G,G,9.0
2020-01-15,327.35,329.02,327.26,328.19,72171324.0,G,G,G,G,G,G,315.9696153846154,100.0,0.0,G,G,G,G,10.0
2020-01-16,329.7,330.92,329.45,330.92,54222965.0,G,G,G,G,G,G,316.5001923076924,100.0,0.0,G,G,G,G,10.0
2020-01-17,331.7,332.18,331.07,331.95,95534216.0,G,G,G,G,G,G,316.9965384615385,100.0,0.0,G,G,G,G,10.0
2020-01-21,330.9,332.18,330.82,331.3,77966322.0,,G,G,G,G,G,317.4567307692308,100.0,0.0,B,G,G,G,8.0
2020-01-22,332.24,332.95,331.17,331.34,49084053.0,,G,G,G,G,G,317.9242307692308,100.0,0.0,B,G,G,G,8.0
2020-01-23,330.63,332.1682,329.41,331.72,52081148.0,,G,G,G,G,G,318.3976923076923,100.0,0.0,B,G,G,G,8.0
2020-01-24,332.44,332.53,327.36,328.77,87725448.0,,G,G,G,G,G,318.79365384615386,100.0,0.0,B,R,G,G,7.0
2020-01-27,323.03,325.12,322.66,323.5,84414006.0,,R,G,R,R,G,319.0736538461539,100.0,0.0,R,R,G,G,4.0
2020-01-28,325.06,327.85,324.55,326.89,64058804.0,,G,G,R,G,G,319.43019230769227,100.0,0.0,R,R,G,G,6.0
2020-01-29,328.38,328.63,326.4,326.62,54242162.0,,G,G,R,G,G,319.7690384615385,100.0,0.0,R,R,G,G,6.0
2020-01-30,324.36,327.91,323.54,327.68,75714733.0,,G,G,R,R,G,320.12634615384616,100.0,0.0,B,R,G,G,5.0
2020-01-31,327.0,327.17,320.73,321.73,114068415.0,R,R,G,R,R,G,320.3605769230769,100.0,0.0,R,R,G,G,4.0
2020-02-03,323.35,326.16,323.22,324.12,69378764.0,,R,G,R,R,G,320.5976923076923,100.0,0.0,R,R,G,G,4.0
2020-02-04,328.07,330.01,327.72,329.06,62801796.0,,G,G,G,G,G,320.9253846153846,100.0,0.0,B,R,G,G,7.0
2020-02-05,332.27,333.09,330.67,332.86,66170836.0,G,G,G,G,G,G,321.3278846153846,100.0,0.0,B,R,G,G,8.0
2020-02-06,333.91,334.19,332.8,333.98,50749489.0,G,G,G,G,G,G,321.7742307692308,100.0,0.0,B,G,G,G,9.0
2020-02-07,332.82,333.9941,331.6,332.2,63959591.0,,G,G,G,G,G,322.1959615384615,100.0,0.0,G,G,G,G,9.0
2020-02-10,331.23,334.75,331.19,334.68,42343764.0,G,G,G,G,G,G,322.6521153846154,100.0,0.0,G,G,G,G,10.0
2020-02-11,336.16,337.02,334.75,335.26,55024082.0,,G,G,G,G,G,323.073076923077,100.0,0.0,G,G,G,G,9.0
2020-02-12,336.83,337.65,336.43,337.42,44154162.0,G,G,G,G,G,G,323.5219230769231,100.0,0.0,G,G,G,G,10.0
2020-02-13,335.8621,338.12,335.56,337.06,54115751.0,G,G,G,G,G,G,323.9369230769231,100.0,0.0,G,G,G,G,10.0
2020-02-14,337.51,337.73,336.2,337.6,64715683.0,,G,G,G,G,G,324.3848076923077,100.0,0.0,B,G,G,G,8.0
2020-02-18,336.51,337.6677,335.21,336.73,57597249.0,,G,G,G,G,G,324.8673076923077,100.0,0.0,B,G,G,G,8.0
2020-02-19,337.79,339.08,337.48,338.34,49023144.0,G,G,G,G,G,G,325.42096153846154,100.0,0.0,B,G,G,G,9.0
2020-02-20,337.7423,338.64,333.6817,336.95,73984478.0,,G,G,G,G,G,325.91115384615387,100.0,0.0,B,G,G,G,8.0
2020-02-21,335.47,335.81,332.58,333.48,114093666.0,,G,G,R,G,G,326.32384615384615,100.0,0.0,B,R,G,G,6.0
2020-02-24,323.14,333.5623,321.24,322.42,161665075.0,R,R,G,R,R,G,326.46903846153845,100.0,0.0,R,R,R,G,3.0
2020-02-25,323.94,324.61,311.69,312.65,219196902.0,R,R,G,R,R,G,326.4453846153846,100.0,0.0,R,R,R,B,2.0
2020-02-26,314.18,318.11,310.7,311.5,194852264.0,R,R,G,R,R,G,326.40634615384613,100.0,0.0,R,R,R,B,2.0
2020-02-27,305.46,311.5637,297.51,297.51,283962598.0,R,R,R,R,R,G,326.0811538461539,100.0,0.0,R,R,R,B,1.0
2020-02-28,288.7,297.892,285.54,296.26,381983496.0,,R,R,R,R,G,325.6798076923077,100.0,0.0,R,R,R,B,1.0
2020-03-02,298.21,309.16,294.46,309.09,239400356.0,,R,R,R,R,G,325.52153846153846,100.0,0.0,B,R,R,B,1.0
2020-03-03,309.5,313.84,297.57,300.24,300574552.0,,R,R,R,R,G,325.1511538461539,100.0,0.0,B,R,R,R,1.0
2020-03-04,306.12,313.1,303.33,312.86,176801416.0,,R,R,R,R,G,325.0221153846154,100.0,0.0,B,R,R,R,1.0
2020-03-05,304.98,308.47,300.01,302.46,186683414.0,,R,R,R,R,G,324.6926923076923,100.0,0.0,B,R,R,R,1.0
2020-03-06,293.15,298.78,290.23,297.46,228960012.0,,R,R,R,R,G,324.2419230769231,100.0,0.0,R,R,R,R,1.0
2020-03-09,275.3,284.19,273.45,274.23,310436888.0,R,R,R,R,R,G,323.3476923076923,100.0,0.0,R,R,R,R,1.0
2020-03-10,284.64,288.52,273.5,288.42,276990436.0,,R,R,R,R,G,322.71692307692314,100.0,0.0,B,R,R,R,1.0
2020-03-11,280.7,281.94,270.88,274.36,256734314.0,R,R,R,R,R,G,321.81557692307695,100.0,0.0,R,R,R,R,1.0
2020-03-12,256.0,266.66,247.68,248.11,393679530.0,R,R,R,R,R,G,320.3765384615384,100.0,0.0,R,R,R,R,1.0
2020-03-13,263.09,271.4754,249.58,269.32,330252283.0,,R,R,R,R,G,319.3469230769231,100.0,0.0,B,R,R,R,1.0
2020-03-16,241.18,256.9,237.36,239.85,296792617.0,R,R,R,R,R,G,317.7848076923077,100.0,0.0,R,R,R,R,1.0
2020-03-17,245.04,256.17,237.07,252.8,261836127.0,,R,R,R,R,G,316.4567307692308,100.0,0.0,B,R,R,R,1.0
2020-03-18,236.25,248.37,228.02,240.0,327724219.0,,R,R,R,R,G,314.8246153846154,100.0,0.0,R,R,R,R,1.0
2020-03-19,239.25,247.38,232.22,240.51,289790568.0,,R,G,R,R,G,313.24961538461537,100.0,0.0,B,R,G,R,3.0
2020-03-20,242.53,244.47,228.5,228.8,348045753.0,,R,G,R,R,G,311.4257692307692,100.0,0.0,R,R,R,R,2.0
2020-03-23,228.19,229.6833,218.26,222.95,327229472.0,R,R,R,R,R,G,309.5069230769231,100.0,0.0,B,R,R,R,1.0
2020-03-24,234.42,244.1,233.8,243.15,235954426.0,,R,R,R,R,G,307.9434615384615,100.0,0.0,B,R,R,R,1.0
2020-03-25,244.87,256.35,239.75,246.79,300041840.0,,R,G,G,R,G,306.40769230769234,100.0,0.0,B,R,G,R,4.0
2020-03-26,249.52,262.8,249.05,261.2,258161719.0,,R,G,G,R,G,305.1671153846154,100.0,0.0,B,G,G,R,5.0
2020-03-27,253.27,260.81,251.05,253.42,224788741.0,,R,G,G,R,G,303.7338461538462,100.0,0.0,G,G,G,R,6.0
2020-03-30,255.7,262.43,253.53,261.65,171081883.0,,R,G,G,R,G,302.4684615384615,100.0,0.0,G,G,G,R,6.0
2020-03-31,260.56,263.33,256.22,257.75,193987536.0,,R,G,G,R,G,301.11384615384617,100.0,0.0,G,G,G,R,6.0
2020-04-01,247.98,257.6591,243.9,246.15,190167231.0,,R,G,R,R,G,299.48365384615386,100.0,0.0,B,G,G,R,4.0
2020-04-02,245.19,252.68,244.59,251.83,177931526.0,,R,G,R,R,G,297.94288461538457,100.0,0.0,G,G,G,R,5.0
2020-04-03,250.76,253.32,245.22,248.19,135814457.0,,R,G,R,R,G,296.3446153846154,100.0,0.0,B,G,G,R,4.0
2020-04-06,257.84,267.0,256.725,264.86,188155875.0,G,R,G,G,R,G,295.06615384615384,100.0,0.0,G,G,G,R,7.0
2020-04-07,274.21,275.03,264.89,265.13,202150376.0,,G,G,G,G,G,293.7855769230769,100.0,0.0,G,G,G,B,8.0
2020-04-08,267.96,276.0,265.56,274.03,154013360.0,G,G,G,G,G,G,292.73288461538465,100.0,0.0,G,G,G,B,9.0
2020-04-09,277.58,281.2,275.47,278.2,190493451.0,G,G,G,G,G,G,291.8617307692308,100.0,0.0,G,G,G,B,9.0
2020-04-13,277.14,277.51,271.41,275.66,115073487.0,,G,G,G,G,G,290.8765384615385,100.0,0.0,G,G,G,B,8.0
2020-04-14,280.98,284.9,279.91,283.79,134112038.0,G,G,G,G,G,G,290.05288461538464,100.0,0.0,G,G,G,B,9.0
2020-04-15,277.57,283.9407,275.46,277.76,122235649.0,,G,G,G,G,G,289.0928846153846,100.0,0.0,B,G,G,B,7.0
2020-04-16,279.15,280.03,275.76,279.1,131935603.0,,G,G,G,G,G,288.2730769230769,100.0,0.0,B,G,R,B,6.0
2020-04-17,285.38,287.3,282.4,286.64,147246068.0,G,G,G,G,G,G,287.5523076923077,100.0,0.0,B,G,G,B,8.0
2020-04-20,282.61,286.7912,281.35,281.59,100346358.0,,G,G,G,G,G,286.6394230769231,100.0,0.0,B,G,G,B,7.0
2020-04-21,276.73,278.04,272.02,273.04,126809571.0,,G,R,R,G,G,285.4890384615385,100.0,0.0,B,G,G,B,5.0
2020-04-22,278.35,281.0,276.91,279.1,93740606.0,,G,R,G,G,G,284.43365384615385,100.0,0.0,B,G,G,B,6.0
2020-04-23,280.49,283.94,278.75,279.08,104896702.0,,G,R,G,G,G,283.41211538461533,100.0,0.0,B,G,G,B,6.0
2020-04-24,280.73,283.7,278.5,282.97,85360743.0,,G,G,G,G,G,282.41769230769233,100.0,0.0,B,G,G,B,7.0
2020-04-27,285.12,288.27,284.62,287.05,78061251.0,G,G,G,G,G,G,281.4905769230769,100.0,0.0,G,G,G,B,9.0
2020-04-28,291.02,291.4,285.4,285.73,105676439.0,,G,G,G,G,G,280.4965384615385,100.0,0.0,B,G,R,B,6.0
2020-04-29,291.53,294.88,290.41,293.21,118451998.0,G,G,G,G,G,G,279.65326923076924,100.0,0.0,G,G,G,B,9.0
2020-04-30,291.71,293.3239,288.59,290.48,122787093.0,,G,G,G,G,G,278.74711538461537,100.0,0.0,B,G,R,B,6.0
2020-05-01,285.31,290.6572,281.52,282.79,125563365.0,,G,R,R,G,G,277.70980769230766,100.0,0.0,B,G,R,B,4.0
2020-05-04,280.74,283.9,279.13,283.57,81282961.0,,G,R,R,G,G,276.65653846153845,100.0,0.0,B,G,R,B,4.0
2020-05-05,286.64,289.25,285.75,286.19,79838418.0,,G,R,G,G,G,275.68038461538464,100.0,0.0,B,G,R,B,5.0
2020-05-06,288.04,288.46,283.78,284.25,73738669.0,,G,R,G,G,G,274.73365384615386,100.0,0.0,B,G,R,B,5.0
2020-05-07,287.75,289.78,287.13,287.68,75444726.0,,G,R,G,G,G,274.06557692307695,100.0,0.0,B,G,R,B,5.0
2020-05-08,291.09,292.95,289.86,292.44,76752568.0,,G,R,G,G,G,273.67692307692306,100.0,0.0,G,G,R,B,6.0
2020-05-11,290.34,294.0,289.88,292.5,79809969.0,,G,R,G,G,G,273.3115384615384,100.0,0.0,G,G,R,B,6.0
2020-05-12,293.79,294.24,286.52,286.67,95959109.0,,G,R,G,G,G,273.1030769230769,100.0,0.0,B,G,R,B,5.0
2020-05-13,286.06,287.19,278.965,281.6,145189302.0,,G,R,R,G,G,272.82115384615383,100.0,0.0,B,R,R,B,3.0
2020-05-14,278.95,285.11,272.99,284.97,122326803.0,,R,R,R,R,G,272.3573076923077,100.0,0.0,R,R,R,B,1.0
2020-05-15,282.37,286.33,281.34,286.28,111604978.0,,G,R,R,G,G,272.0888461538462,100.0,0.0,R,R,R,B,3.0
2020-05-18,293.05,296.75,292.7,295.0,120690071.0,G,G,R,G,G,G,271.74538461538464,100.0,0.0,B,R,R,B,5.0
2020-05-19,294.35,296.205,291.95,291.97,95485453.0,,G,R,G,G,G,271.5436538461538,100.0,0.0,B,G,G,B,6.0
2020-05-20,295.82,297.87,295.57,296.93,86040005.0,G,G,R,G,G,G,271.53346153846155,100.0,0.0,G,G,G,B,8.0
