datetime,open,high,low,close,vol,band_10,band_9,band_8,band_7,band_6,band_5,mrs_close,RP,MRP,band_4,band_3,band_2,band_1,score
2006-09-08,130.08,130.46,129.83,130.28,45107700.0,,G,G,R,G,G,127.77673076923075,100.0,0.0,R,R,R,G,5.0
2006-09-11,129.86,130.69,129.48,130.41,68500000.0,,G,G,R,G,G,127.90173076923078,100.0,0.0,R,R,G,G,6.0
2006-09-12,130.56,131.84,130.3681,131.69,69864900.0,,G,G,G,G,G,128.0351923076923,100.0,0.0,B,R,G,G,7.0
2006-09-13,131.64,132.45,131.52,132.22,62928800.0,G,G,G,G,G,G,128.1303846153846,100.0,0.0,B,G,G,G,9.0
2006-09-14,131.96,132.24,131.75,132.23,57691200.0,,G,G,G,G,G,128.22653846153847,100.0,0.0,G,G,G,G,9.0
2006-09-15,132.31,132.39,131.68,131.96,74582800.0,,G,G,G,G,G,128.30653846153845,100.0,0.0,B,G,G,G,8.0
2006-09-18,131.79,132.39,131.65,132.14,63755200.0,,G,G,G,G,G,128.40403846153848,100.0,0.0,B,G,G,G,8.0
2006-09-19,132.12,132.13,131.07,131.81,92105300.0,,G,G,G,G,G,128.4880769230769,100.0,0.0,B,G,G,G,8.0
2006-09-20,132.25,132.77,132.06,132.51,75163200.0,G,G,G,G,G,G,128.60153846153847,100.0,0.0,G,G,G,G,10.0
2006-09-21,132.61,132.75,131.42,131.87,88910500.0,,G,G,G,G,G,128.6980769230769,100.0,0.0,B,R,G,G,7.0
2006-09-22,131.67,131.68,131.0,131.47,65967700.0,,G,G,R,G,G,128.77615384615385,100.0,0.0,R,R,G,G,6.0
2006-09-25,131.73,132.85,131.05,132.48,91843100.0,G,G,G,G,G,G,128.89980769230766,100.0,0.0,B,R,G,G,8.0
2006-09-26,132.5,133.6,132.4,133.58,73653900.0,G,G,G,G,G,G,129.08403846153846,100.0,0.0,B,G,G,G,9.0
2006-09-27,133.49,133.97,133.27,133.74,81923000.0,G,G,G,G,G,G,129.28057692307692,100.0,0.0,G,G,G,G,10.0
2006-09-28,133.74,133.99,133.28,133.69,58603600.0,,G,G,G,G,G,129.47961538461539,100.0,0.0,G,G,G,G,9.0
2006-09-29,133.8,133.94,133.48,133.58,46994200.0,,G,G,G,G,G,129.66442307692307,100.0,0.0,B,G,G,G,8.0
2006-10-02,133.54,133.83,132.95,133.08,52420200.0,,G,G,G,G,G,129.80653846153845,100.0,0.0,B,G,R,G,7.0
2006-10-03,132.89,133.87,132.65,133.36,73112700.0,,G,G,G,G,G,129.97057692307692,100.0,0.0,B,G,G,G,8.0
2006-10-04,133.23,135.0,133.08,134.92,80094400.0,G,G,G,G,G,G,130.18153846153848,100.0,0.0,G,G,G,G,10.0
2006-10-05,134.92,135.41,134.75,135.18,60579700.0,G,G,G,G,G,G,130.35403846153847,100.0,0.0,G,G,G,G,10.0
2006-10-06,134.95,135.1,134.4,135.01,64592500.0,,G,G,G,G,G,130.51461538461538,100.0,0.0,G,G,G,G,9.0
2006-10-09,134.85,135.3,134.64,135.09,41177900.0,,G,G,G,G,G,130.67346153846154,100.0,0.0,B,G,G,G,8.0
2006-10-10,135.11,135.45,134.84,135.27,56438800.0,G,G,G,G,G,G,130.83807692307693,100.0,0.0,B,G,G,G,9.0
2006-10-11,134.84,135.43,134.3,135.11,102829100.0,,G,G,G,G,G,130.9751923076923,100.0,0.0,B,G,G,G,8.0
2006-10-12,135.45,136.39,135.4,136.28,59186600.0,G,G,G,G,G,G,131.13730769230767,100.0,0.0,G,G,G,G,10.0
2006-10-13,136.16,136.71,136.04,136.63,53915700.0,G,G,G,G,G,G,131.31826923076923,100.0,0.0,G,G,G,G,10.0
2006-10-16,136.52,137.05,136.42,136.84,40350800.0,G,G,G,G,G,G,131.48673076923077,100.0,0.0,G,G,G,G,10.0
2006-10-17,136.47,136.7,135.67,136.41,88527300.0,,G,G,G,G,G,131.64038461538462,100.0,0.0,B,G,G,G,8.0
2006-10-18,137.04,137.37,136.1,136.59,87279000.0,,G,G,G,G,G,131.80173076923077,100.0,0.0,B,G,G,G,8.0
2006-10-19,136.39,136.88,136.23,136.81,63578100.0,,G,G,G,G,G,131.97211538461536,100.0,0.0,B,G,G,G,8.0
2006-10-20,136.81,136.95,136.33,136.84,47688800.0,,G,G,G,G,G,132.15346153846153,100.0,0.0,B,G,G,G,8.0
2006-10-23,136.56,137.8,136.39,137.47,66229600.0,G,G,G,G,G,G,132.3551923076923,100.0,0.0,G,G,G,G,10.0
2006-10-24,137.28,137.93,137.22,137.88,53357000.0,G,G,G,G,G,G,132.5573076923077,100.0,0.0,G,G,G,G,10.0
2006-10-25,137.74,138.41,137.51,138.35,80746400.0,G,G,G,G,G,G,132.7753846153846,100.0,0.0,G,G,G,G,10.0
2006-10-26,138.66,139.0,137.98,138.78,66692600.0,G,G,G,G,G,G,132.99980769230768,100.0,0.0,G,G,G,G,10.0
2006-10-27,138.61,138.75,137.63,137.91,80191600.0,,G,G,G,G,G,133.17826923076925,100.0,0.0,B,G,G,G,8.0
2006-10-30,137.66,138.2,137.4,137.81,49356200.0,,G,G,G,G,G,133.3325,100.0,0.0,B,G,G,G,8.0
2006-10-31,138.07,138.26,137.25,137.79,71265300.0,,G,G,G,G,G,133.48173076923075,100.0,0.0,B,R,G,G,7.0
2006-11-01,138.22,138.31,136.72,136.86,82997800.0,,G,G,R,G,G,133.60038461538463,100.0,0.0,R,R,G,G,6.0
2006-11-02,136.51,137.01,136.36,136.78,60578000.0,,G,G,R,G,G,133.72826923076923,100.0,0.0,R,R,G,G,6.0
2006-11-03,137.27,137.39,136.2,136.54,71199200.0,,G,G,R,G,G,133.85173076923076,100.0,0.0,R,R,G,G,6.0
2006-11-06,136.96,138.28,136.95,138.08,63314500.0,,G,G,G,G,G,134.01173076923075,100.0,0.0,B,R,G,G,7.0
2006-11-07,138.2,138.98,138.0,138.61,63362800.0,,G,G,G,G,G,134.18403846153848,100.0,0.0,B,R,G,G,7.0
2006-11-08,138.0,139.05,137.79,138.91,87293300.0,G,G,G,G,G,G,134.35903846153846,100.0,0.0,B,R,G,G,8.0
2006-11-09,139.01,139.14,137.9,138.18,95920200.0,,G,G,G,G,G,134.5080769230769,100.0,0.0,R,R,G,G,7.0
2006-11-10,138.14,138.34,137.72,138.24,48980500.0,,G,G,G,G,G,134.6553846153846,100.0,0.0,R,R,G,G,7.0
2006-11-13,138.18,139.04,138.07,138.58,58958900.0,,G,G,G,G,G,134.80769230769232,100.0,0.0,B,R,G,G,7.0
2006-11-14,138.97,139.74,138.12,139.62,96362300.0,G,G,G,G,G,G,134.98038461538462,100.0,0.0,B,R,G,G,8.0
2006-11-15,139.57,140.45,139.53,140.02,71522200.0,G,G,G,G,G,G,135.14576923076922,100.0,0.0,B,G,G,G,9.0
2006-11-16,140.44,140.68,139.49,140.38,76747700.0,,G,G,G,G,G,135.31326923076924,100.0,0.0,G,G,G,G,9.0
2006-11-17,139.93,140.43,139.73,140.42,56028600.0,,G,G,G,G,G,135.50384615384615,100.0,0.0,G,G,G,G,9.0
2006-11-20,140.3,140.74,140.09,140.5,69162900.0,G,G,G,G,G,G,135.7075,100.0,0.0,G,G,G,G,10.0
2006-11-21,140.49,140.67,140.29,140.64,51373900.0,,G,G,G,G,G,135.9067307692308,100.0,0.0,B,G,G,G,8.0
2006-11-22,140.75,141.16,140.5,140.92,45503300.0,G,G,G,G,G,G,136.10884615384614,100.0,0.0,B,G,G,G,9.0
2006-11-24,140.24,140.84,140.2,140.35,30998500.0,,G,G,G,G,G,136.2753846153846,100.0,0.0,B,G,G,G,8.0
2006-11-27,140.28,140.35,138.38,138.42,84490600.0,,G,G,R,G,G,136.39461538461538,100.0,0.0,B,R,G,G,6.0
2006-11-28,138.24,139.16,138.11,139.02,106561000.0,,R,G,R,R,G,136.52519230769232,100.0,0.0,R,R,G,G,4.0
2006-11-29,139.47,140.53,139.42,140.47,91479500.0,,G,G,G,G,G,136.68884615384616,100.0,0.0,B,R,G,G,7.0
2006-11-30,140.44,141.05,139.76,140.53,83953400.0,,G,G,G,G,G,136.8501923076923,100.0,0.0,B,R,G,G,7.0
2006-12-01,140.53,140.66,138.97,140.22,124073900.0,,G,G,G,G,G,137.0119230769231,100.0,0.0,R,R,G,G,7.0
2006-12-04,140.25,141.55,140.23,141.29,87796400.0,G,G,G,G,G,G,137.18076923076924,100.0,0.0,B,R,G,G,8.0
2006-12-05,141.56,141.96,141.26,141.9,73377700.0,G,G,G,G,G,G,137.37365384615384,100.0,0.0,B,G,G,G,9.0
2006-12-06,141.87,142.07,141.5,141.78,53327100.0,,G,G,G,G,G,137.57192307692307,100.0,0.0,G,G,G,G,9.0
2006-12-07,142.03,142.3,141.11,141.16,62827900.0,,G,G,G,G,G,137.73884615384617,100.0,0.0,B,G,G,G,8.0
2006-12-08,141.13,141.9,140.78,141.42,79624100.0,,G,G,G,G,G,137.88961538461538,100.0,0.0,B,R,G,G,7.0
2006-12-11,141.42,142.09,141.34,141.83,39519600.0,,G,G,G,G,G,138.0451923076923,100.0,0.0,B,G,G,G,8.0
2006-12-12,141.69,141.87,140.89,141.72,76211200.0,,G,G,G,G,G,138.19961538461538,100.0,0.0,B,R,G,G,7.0
2006-12-13,142.23,142.34,141.56,141.87,55570000.0,,G,G,G,G,G,138.35903846153846,100.0,0.0,R,R,G,G,7.0
2006-12-14,141.86,143.24,141.84,143.12,64780400.0,G,G,G,G,G,G,138.55211538461538,100.0,0.0,B,G,G,G,9.0
2006-12-15,142.64,142.89,142.24,142.34,70850100.0,,G,G,G,G,G,138.72480769230768,100.0,0.0,B,G,G,G,8.0
2006-12-18,142.54,142.88,141.75,141.95,48956300.0,,G,G,G,G,G,138.85999999999999,100.0,0.0,B,R,G,G,7.0
2006-12-19,141.55,142.56,141.19,142.22,65077800.0,,G,G,R,G,G,138.9953846153846,100.0,0.0,R,R,G,G,6.0
2006-12-20,142.28,142.66,142.01,142.14,41468800.0,,G,G,G,G,G,139.1325,100.0,0.0,R,R,G,G,7.0
2006-12-21,142.27,142.43,141.32,141.62,48698700.0,,G,R,R,G,G,139.2580769230769,100.0,0.0,R,R,R,G,4.0
2006-12-22,141.64,141.65,140.67,140.75,62068500.0,R,G,R,R,G,G,139.36346153846154,100.0,0.0,R,R,R,G,4.0
2006-12-26,140.81,141.61,140.78,141.58,32700000.0,,G,R,R,G,G,139.48788461538462,100.0,0.0,R,R,G,G,5.0
2006-12-27,141.87,142.6,141.83,142.51,39704100.0,,G,R,G,G,G,139.6076923076923,100.0,0.0,B,R,R,G,5.0
2006-12-28,142.41,142.7,141.99,142.21,36936100.0,,G,R,G,G,G,139.715,100.0,0.0,B,R,R,G,5.0
2006-12-29,142.1,142.54,141.43,141.62,45418600.0,,G,R,G,G,G,139.80692307692308,100.0,0.0,R,R,R,G,5.0
2007-01-03,142.25,142.86,140.57,141.37,86226500.0,,G,R,R,G,G,139.9023076923077,100.0,0.0,R,R,R,B,3.0
2007-01-04,141.23,142.05,140.61,141.67,69638600.0,,G,R,R,G,G,140.0,100.0,0.0,B,R,R,B,3.0
2007-01-05,141.33,141.4,140.38,140.54,76605000.0,R,R,R,R,R,G,140.07173076923078,100.0,0.0,R,R,R,B,1.0
2007-01-08,140.82,141.41,140.25,141.19,71664400.0,,R,R,R,R,G,140.1553846153846,100.0,0.0,B,R,R,B,1.0
2007-01-09,141.31,141.6,140.4,141.07,75727000.0,,R,R,R,R,G,140.2246153846154,100.0,0.0,B,R,R,B,1.0
2007-01-10,140.58,141.57,140.3,141.54,72482800.0,,R,R,R,R,G,140.29500000000002,100.0,0.0,B,R,R,B,1.0
2007-01-11,141.56,142.62,141.5,142.16,55533200.0,,G,R,G,G,G,140.36826923076924,100.0,0.0,B,R,R,B,4.0
2007-01-12,142.12,143.24,142.11,143.24,57291900.0,G,G,R,G,G,G,140.45403846153846,100.0,0.0,B,R,G,B,6.0
2007-01-16,143.07,143.44,142.73,142.96,44908100.0,,G,R,G,G,G,140.55115384615385,100.0,0.0,B,G,G,B,6.0
2007-01-17,142.85,143.46,142.73,143.02,51398500.0,G,G,R,G,G,G,140.65134615384616,100.0,0.0,G,G,G,B,8.0
2007-01-18,143.17,143.26,142.31,142.54,68262600.0,,G,R,G,G,G,140.74269230769232,100.0,0.0,B,G,R,B,5.0
2007-01-19,142.54,143.1,142.46,142.82,56983900.0,,G,G,G,G,G,140.8573076923077,100.0,0.0,B,G,G,B,7.0
2007-01-22,143.07,143.1,141.93,142.38,60263300.0,,G,R,G,G,G,140.965,100.0,0.0,B,G,G,B,6.0
2007-01-23,142.26,143.08,142.06,142.8,54090000.0,,G,R,G,G,G,141.0853846153846,100.0,0.0,B,G,G,B,6.0
2007-01-24,142.97,143.98,142.91,143.95,56469800.0,G,G,G,G,G,G,141.19826923076923,100.0,0.0,G,G,G,B,9.0
2007-01-25,143.84,143.92,142.01,142.26,69342600.0,,G,G,G,G,G,141.26846153846154,100.0,0.0,B,G,G,B,7.0
2007-01-26,142.57,142.65,141.58,142.13,74538300.0,,G,G,R,G,G,141.33038461538462,100.0,0.0,B,R,G,B,5.0
2007-01-29,142.19,142.8,141.74,142.05,65216700.0,,G,R,R,G,G,141.40480769230768,100.0,0.0,R,R,R,B,3.0
2007-01-30,142.35,142.86,142.06,142.79,70424100.0,,G,G,R,G,G,141.4923076923077,100.0,0.0,B,R,R,B,4.0
2007-01-31,142.63,144.13,142.4,143.75,90528700.0,G,G,G,G,G,G,141.59173076923076,100.0,0.0,B,G,R,B,7.0
2007-02-01,144.15,144.66,143.91,144.61,69317300.0,G,G,G,G,G,G,141.68769230769232,100.0,0.0,G,G,G,B,9.0
2007-02-02,144.73,144.95,144.38,144.81,49606400.0,G,G,G,G,G,G,141.77980769230768,100.0,0.0,G,G,G,B,9.0
2007-02-05,144.7,144.94,144.34,144.85,45744900.0,,G,G,G,G,G,141.86576923076925,100.0,0.0,G,G,G,G,9.0
2007-02-06,144.97,145.03,144.33,144.89,57084900.0,,G,G,G,G,G,141.95173076923078,100.0,0.0,G,G,G,G,9.0
2007-02-07,145.12,145.36,144.57,145.21,54122600.0,G,G,G,G,G,G,142.0423076923077,100.0,0.0,G,G,G,G,10.0
2007-02-08,144.78,145.12,144.27,145.02,70648000.0,,G,G,G,G,G,142.12653846153847,100.0,0.0,B,G,G,G,8.0
2007-02-09,145.06,145.33,143.39,143.94,78933500.0,,G,G,G,G,G,142.18461538461537,100.0,0.0,B,G,G,G,8.0
2007-02-12,143.94,144.04,143.19,143.45,65663228.0,,G,G,R,G,G,142.2442307692308,100.0,0.0,B,R,G,G,6.0
2007-02-13,143.77,144.9,143.76,144.66,64113480.0,,G,G,G,G,G,142.36423076923077,100.0,0.0,B,R,G,G,7.0
2007-02-14,144.8,145.9,144.78,145.61,66062345.0,G,G,G,G,G,G,142.49096153846153,100.0,0.0,B,G,G,G,9.0
2007-02-15,145.67,145.95,145.43,145.8,38727300.0,G,G,G,G,G,G,142.59346153846153,100.0,0.0,G,G,G,G,10.0
2007-02-16,145.44,145.76,145.23,145.73,39843500.0,,G,G,G,G,G,142.69346153846152,100.0,0.0,G,G,G,G,9.0
2007-02-20,145.56,146.2,144.06,146.04,56674000.0,G,G,G,G,G,G,142.8053846153846,100.0,0.0,G,G,G,G,10.0
2007-02-21,145.61,146.07,145.35,145.98,62785700.0,,G,G,G,G,G,142.89557692307693,100.0,0.0,B,G,G,G,8.0
2007-02-22,146.05,146.42,145.17,145.87,78981900.0,,G,G,G,G,G,142.97192307692308,100.0,0.0,B,G,G,G,8.0
2007-02-23,145.74,145.79,144.75,145.3,71788900.0,,G,G,G,G,G,143.0396153846154,100.0,0.0,B,G,G,G,8.0
2007-02-26,145.83,145.95,144.75,145.17,69994662.0,,G,G,G,G,G,143.11673076923077,100.0,0.0,B,R,G,G,7.0
2007-02-27,143.88,144.2,139.0,139.5,274453900.0,R,R,G,R,R,G,143.0798076923077,100.0,0.0,R,R,R,B,2.0
2007-02-28,140.39,141.98,139.8,140.93,177446300.0,,R,G,R,R,G,143.0625,100.0,0.0,R,R,R,B,2.0
2007-03-01,139.34,141.25,138.05,140.51,211865996.0,,R,G,R,R,G,143.03923076923076,100.0,0.0,R,R,G,B,3.0
2007-03-02,140.05,140.66,138.66,138.67,162562800.0,,R,G,R,R,G,142.9776923076923,100.0,0.0,R,R,R,B,2.0
2007-03-05,137.93,139.58,137.33,137.35,143974401.0,R,R,R,R,R,G,142.86673076923077,100.0,0.0,R,R,R,B,1.0
2007-03-06,138.78,140.12,137.95,139.7,143222200.0,,R,G,R,R,G,142.81596153846155,100.0,0.0,B,R,R,B,2.0
2007-03-07,139.59,140.46,139.4,139.56,115153500.0,,R,G,R,R,G,142.77,100.0,0.0,B,R,R,B,2.0
2007-03-08,140.54,141.16,140.07,140.74,117648600.0,,R,G,G,R,G,142.74153846153848,100.0,0.0,B,R,R,B,3.0
2007-03-09,141.31,141.42,140.08,140.78,106697800.0,,R,R,G,R,G,142.7153846153846,100.0,0.0,B,R,R,B,2.0
2007-03-12,140.42,141.34,140.16,140.96,80324200.0,,R,R,G,R,G,142.7026923076923,100.0,0.0,B,R,R,B,2.0
2007-03-13,140.18,140.77,138.04,138.25,190405200.0,,R,R,R,R,G,142.6546153846154,100.0,0.0,R,R,R,B,1.0
2007-03-14,138.43,139.36,136.75,139.28,230857100.0,,R,R,R,R,G,142.61038461538462,100.0,0.0,B,R,R,B,1.0
2007-03-15,138.97,139.99,138.8,139.47,132355812.0,,R,R,R,R,G,142.55192307692306,100.0,0.0,B,R,G,B,2.0
2007-03-16,139.31,139.63,138.12,138.44,121721808.0,,R,R,R,R,G,142.47942307692307,100.0,0.0,R,R,G,B,2.0
2007-03-19,139.26,140.33,139.15,140.2,94414954.0,,R,R,G,R,G,142.45211538461538,100.0,0.0,B,R,R,B,2.0
2007-03-20,140.08,141.05,139.96,140.97,81908901.0,,R,G,G,R,G,142.44442307692307,100.0,0.0,B,G,G,B,5.0
2007-03-21,141.1,143.65,140.82,143.29,153376549.0,G,G,G,G,G,G,142.47557692307691,100.0,0.0,G,G,G,B,9.0
2007-03-22,143.48,143.68,142.79,143.18,117602202.0,,G,G,G,G,G,142.52634615384616,100.0,0.0,G,G,G,B,8.0
2007-03-23,143.28,143.81,143.15,143.39,74431674.0,G,G,G,G,G,G,142.56865384615386,100.0,0.0,G,G,G,B,9.0
2007-03-26,143.5,143.65,142.09,143.2,113804330.0,,G,G,G,G,G,142.60961538461538,100.0,0.0,G,G,G,B,8.0
2007-03-27,143.12,143.16,142.39,142.86,100388490.0,,G,G,G,G,G,142.635,100.0,0.0,B,G,G,B,7.0
2007-03-28,142.14,142.47,141.26,141.82,152973587.0,,G,R,R,G,G,142.62846153846152,100.0,0.0,B,G,R,B,4.0
2007-03-29,142.54,142.61,141.19,141.97,139255747.0,,G,R,G,G,G,142.60403846153847,100.0,0.0,B,G,G,B,6.0
2007-03-30,142.24,142.84,140.56,142.0,127208880.0,,G,R,R,G,G,142.58557692307693,100.0,0.0,B,G,R,B,4.0
2007-04-02,142.16,142.46,140.89,142.16,79185680.0,,G,R,R,G,G,142.56903846153844,100.0,0.0,B,G,R,B,4.0
2007-04-03,142.97,143.98,142.91,143.69,82515208.0,G,G,R,G,G,G,142.59115384615384,100.0,0.0,G,G,R,B,7.0
2007-04-04,143.69,143.95,143.16,143.85,64019623.0,,G,G,G,G,G,142.61096153846154,100.0,0.0,G,G,R,B,7.0
2007-04-05,143.67,144.44,143.61,144.24,46871640.0,G,G,G,G,G,G,142.64673076923077,100.0,0.0,G,G,R,B,8.0
2007-04-09,144.65,144.8,144.15,144.44,51153140.0,,G,R,G,G,G,142.67826923076922,100.0,0.0,G,G,R,B,6.0
2007-04-10,144.33,144.85,144.27,144.61,56641366.0,G,G,G,G,G,G,142.69096153846152,100.0,0.0,B,G,R,B,7.0
2007-04-11,144.82,144.86,143.54,144.02,106555131.0,,G,R,G,G,G,142.72480769230768,100.0,0.0,B,G,R,B,5.0
2007-04-12,143.74,144.92,143.34,144.66,114964748.0,G,G,R,G,G,G,142.77346153846153,100.0,0.0,B,G,R,B,6.0
2007-04-13,144.9,145.32,144.36,145.32,84881440.0,G,G,R,G,G,G,142.83634615384614,100.0,0.0,G,G,R,B,7.0
2007-04-16,145.83,146.86,145.82,146.7,83212318.0,G,G,G,G,G,G,142.91153846153847,100.0,0.0,G,G,G,G,10.0
2007-04-17,146.97,147.4,146.65,147.09,108445673.0,G,G,G,G,G,G,142.97576923076923,100.0,0.0,G,G,G,G,10.0
2007-04-18,146.6,147.7,146.57,147.27,88344163.0,G,G,G,G,G,G,143.02692307692308,100.0,0.0,G,G,G,G,10.0
2007-04-19,146.55,147.4,146.36,147.23,103316536.0,,G,G,G,G,G,143.07346153846154,100.0,0.0,B,G,G,G,8.0
2007-04-20,148.22,148.62,147.69,148.62,121359435.0,G,G,G,G,G,G,143.14596153846153,100.0,0.0,G,G,G,G,10.0
2007-04-23,148.37,148.73,147.97,148.06,77503937.0,,G,G,G,G,G,143.2069230769231,100.0,0.0,B,G,G,G,8.0
2007-04-24,148.23,148.4,147.32,148.12,114407697.0,,G,G,G,G,G,143.26288461538462,100.0,0.0,B,G,G,G,8.0
2007-04-25,148.73,149.66,148.16,149.48,107820434.0,G,G,G,G,G,G,143.34865384615384,100.0,0.0,G,G,G,G,10.0
2007-04-26,149.49,149.8,149.1,149.65,87955255.0,G,G,G,G,G,G,143.45846153846153,100.0,0.0,B,G,G,G,9.0
2007-04-27,149.09,149.74,148.84,149.53,107675354.0,,G,G,G,G,G,143.5753846153846,100.0,0.0,B,G,G,G,8.0
2007-04-30,149.64,149.74,148.21,148.29,100750274.0,,G,G,G,G,G,143.6451923076923,100.0,0.0,B,G,G,G,8.0
2007-05-01,148.42,149.47,147.67,148.67,134397334.0,,G,G,G,G,G,143.70403846153846,100.0,0.0,B,G,G,G,8.0
2007-05-02,148.9,149.95,148.75,149.54,87183213.0,G,G,G,G,G,G,143.77596153846153,100.0,0.0,B,G,G,G,9.0
2007-05-03,149.97,150.4,149.05,150.35,87740741.0,G,G,G,G,G,G,143.8648076923077,100.0,0.0,G,G,G,G,10.0
2007-05-04,150.75,151.12,150.22,150.92,96328129.0,G,G,G,G,G,G,143.95865384615385,100.0,0.0,G,G,G,G,10.0
2007-05-07,150.88,151.2,150.81,150.95,63478049.0,G,G,G,G,G,G,144.05423076923077,100.0,0.0,B,G,G,G,9.0
2007-05-08,150.58,150.92,150.13,150.75,81488936.0,,G,G,G,G,G,144.14807692307693,100.0,0.0,B,G,G,G,8.0
2007-05-09,150.64,152.82,150.37,151.16,102880775.0,G,G,G,G,G,G,144.26076923076923,100.0,0.0,B,G,G,G,9.0
2007-05-10,150.73,151.02,149.27,149.58,153602378.0,,G,G,R,G,G,144.34557692307692,100.0,0.0,B,R,G,G,6.0
2007-05-11,149.75,150.93,149.72,150.86,113415741.0,,G,G,G,G,G,144.56403846153847,100.0,0.0,R,R,G,G,7.0
2007-05-14,150.86,151.3,149.79,150.53,107990301.0,,G,G,G,G,G,144.74865384615384,100.0,0.0,R,R,G,G,7.0
2007-05-15,150.7,151.665,150.19,150.57,180954808.0,,G,G,G,G,G,144.9421153846154,100.0,0.0,R,R,G,G,7.0
2007-05-16,150.8,151.63,150.38,151.6,114274127.0,,G,G,G,G,G,145.19076923076923,100.0,0.0,B,R,G,G,7.0
2007-05-17,151.38,151.96,151.11,151.3,101053726.0,,G,G,G,G,G,145.45903846153846,100.0,0.0,R,R,G,G,7.0
2007-05-18,152.01,152.62,151.81,152.62,99124841.0,,G,G,G,G,G,145.7075,100.0,0.0,B,R,G,G,7.0
2007-05-21,152.58,153.23,152.5,152.54,174359147.0,,G,G,G,G,G,145.9571153846154,100.0,0.0,B,R,R,G,6.0
2007-05-22,152.7,153.16,152.38,152.42,82255587.0,,G,G,G,G,G,146.18173076923077,100.0,0.0,R,R,R,G,6.0
2007-05-23,152.95,153.5,152.36,152.44,133760526.0,,G,G,G,G,G,146.40596153846153,100.0,0.0,R,R,R,G,6.0
2007-05-24,152.53,153.21,150.74,151.06,187517507.0,,G,R,R,G,G,146.6001923076923,100.0,0.0,R,R,R,G,4.0
2007-05-25,151.49,152.02,151.18,151.69,83263621.0,,G,R,R,G,G,146.85865384615383,100.0,0.0,R,R,R,G,4.0
2007-05-29,151.94,152.5,151.45,152.24,83961894.0,,G,R,G,G,G,147.10788461538462,100.0,0.0,B,R,R,G,5.0
2007-05-30,151.46,153.54,151.34,153.48,130793868.0,G,G,R,G,G,G,147.37730769230768,100.0,0.0,B,R,R,G,6.0
2007-05-31,153.66,153.89,153.12,153.32,115780217.0,,G,R,G,G,G,147.66346153846155,100.0,0.0,B,R,R,G,5.0
2007-06-01,153.88,154.4,153.51,154.08,107816219.0,G,G,R,G,G,G,147.9303846153846,100.0,0.0,B,G,R,G,7.0
2007-06-04,153.54,154.39,153.48,154.1,77948262.0,,G,R,G,G,G,148.1828846153846,100.0,0.0,G,G,R,G,7.0
2007-06-05,153.74,153.9,152.86,153.49,127869753.0,,G,R,G,G,G,148.37903846153847,100.0,0.0,B,R,R,G,5.0
2007-06-06,152.91,152.95,151.75,151.84,164031415.0,,G,R,R,G,G,148.5455769230769,100.0,0.0,R,R,R,G,4.0
2007-06-07,151.56,152.5,149.06,149.1,232430560.0,R,R,R,R,R,G,148.6553846153846,100.0,0.0,R,R,R,G,2.0
2007-06-08,149.5,151.19,149.09,151.04,176849611.0,,R,R,R,R,G,148.80615384615385,100.0,0.0,R,R,R,G,2.0
2007-06-11,150.93,151.95,150.7,151.3,102290269.0,,R,R,R,R,G,148.96846153846153,100.0,0.0,B,R,R,G,2.0
2007-06-12,150.67,151.54,149.55,149.65,235777476.0,,R,R,R,R,G,149.11903846153848,100.0,0.0,R,R,R,B,1.0
2007-06-13,150.5,152.07,150.19,151.89,193005036.0,,R,R,R,R,G,149.3098076923077,100.0,0.0,B,R,R,B,1.0
2007-06-14,152.06,153.12,152.03,152.86,146777231.0,,G,G,G,G,G,149.51865384615385,100.0,0.0,B,R,G,B,6.0
2007-06-15,153.14,153.66,152.93,153.07,148341268.0,,G,G,G,G,G,149.72846153846154,100.0,0.0,B,R,R,B,5.0
2007-06-18,153.38,153.39,152.66,152.89,88137361.0,,G,G,G,G,G,149.9053846153846,100.0,0.0,B,R,R,B,5.0
2007-06-19,152.55,153.38,152.36,153.27,111055055.0,,G,G,G,G,G,150.08653846153845,100.0,0.0,B,R,R,B,5.0
2007-06-20,153.58,153.58,150.96,151.14,176601540.0,,G,R,R,G,G,150.21923076923076,100.0,0.0,R,R,R,B,3.0
2007-06-21,151.08,152.11,150.25,151.98,205016467.0,,R,R,R,R,G,150.36423076923077,100.0,0.0,R,R,R,B,1.0
2007-06-22,151.52,151.77,149.85,150.55,204908931.0,,R,R,R,R,G,150.47846153846154,100.0,0.0,R,R,R,B,1.0
2007-06-25,150.24,151.25,149.02,149.83,229797565.0,R,R,R,R,R,G,150.5901923076923,100.0,0.0,R,R,R,B,1.0
2007-06-26,150.21,150.46,148.28,148.29,198444634.0,R,R,R,R,R,G,150.66,100.0,0.0,R,R,R,B,1.0
2007-06-27,148.13,150.57,148.06,150.4,213622766.0,,R,R,R,R,G,150.7576923076923,100.0,0.0,B,R,R,B,1.0
2007-06-28,150.38,151.41,149.67,150.38,157554908.0,,R,R,R,R,G,150.82846153846154,100.0,0.0,B,R,R,B,1.0
2007-06-29,150.9,151.65,149.15,150.43,199650731.0,,R,R,R,R,G,150.8926923076923,100.0,0.0,B,R,R,B,1.0
2007-07-02,150.87,151.92,150.77,151.79,103357331.0,,G,R,G,G,G,150.97961538461539,100.0,0.0,B,R,R,B,4.0
